DATA,CFCT,NC-R,NC-I,NC-C,PT-TOT,PNT-TOT,TEMP-MAX,I-PLUV,IPAGRO,Q-BF,MR-PS,IMR-TOT,I-AEC,PFI-IG,IV-CVA
2021-01-01,,2365511.31616356,4045.33377615238,169576.203084643,,176201.121057697,27.2966450986471,,,,,,,,
2021-02-01,,2367626.41876414,4048.54596285749,169881.896566303,,132484.660676212,27.0700504543035,,,,,,,,
2021-03-01,,2369743.41256641,4051.76070019106,170188.141118827,,291550.383441945,27.3372337188018,,,,,,,,
2021-04-01,,2371862.29926138,4054.9779901784,170494.937735626,,148717.462074537,27.4598117045015,,,,,,,,
2021-05-01,,2373983.08054157,4058.19783484644,170802.287411899,,226034.222775646,27.8683075586841,,,,,,,,
2021-06-01,,2376105.75810099,4061.42023622372,171110.191144644,,327310.930537212,27.7161991160222,,,,,,,,
2021-07-01,,2378230.3336352,4064.64519634039,171418.649932652,,193780.715096121,27.6789048780425,,,,,,,,
2021-08-01,,2380356.80884125,4067.8727172282,171727.664776517,,170775.287227753,28.2348926042567,,,,,,,,
2021-09-01,,2382485.18541771,4071.10280092053,172037.236678635,,183483.571523295,28.6271433251129,,,,,,,,
2021-10-01,,2384615.46506469,4074.33544945237,172347.36664321,,184298.306739996,28.5164025865706,,,,,,,,
2021-11-01,,2386747.64948379,4077.57066486032,172658.055676257,,145811.696597277,28.4471238342199,,,,,,,,
2021-12-01,,2388881.74037816,4080.80844918261,172969.304785603,,228858.44407473,27.9335824126954,,,,,,,,
2022-01-01,,2395278.36144064,4084.34557626166,173564.364149546,,166243.927896957,27.2913938798046,,,,,,,,
2022-02-01,,2401692.11050084,4087.88576922046,174161.47067236,,121658.223286082,27.008193996262,,,,,,,,
2022-03-01,,2408123.03342178,4091.42903071642,174760.631396803,,276456.419979222,27.2476796845026,,,,,,,,
2022-04-01,,2414571.17618928,4094.97536340927,175361.853389863,,138550.930623993,27.4411624169868,,,,,,,,
2022-05-01,,2421036.58491228,4098.52476996102,175965.143742839,,218207.440773321,27.8273149301889,,,,,,,,
2022-06-01,,2427519.30582321,4102.07725303601,176570.509571427,,313100.85152439,27.6851533834863,,,,,,,,
2022-07-01,,2434019.38527827,4105.63281530088,177177.958015803,,183166.179245716,27.6307483154902,,,,,,,,
2022-08-01,,2440536.8697578,4109.19145942459,177787.496240705,,160144.300777953,28.2175680921611,,,,,,,,
2022-09-01,,2447071.8058666,4112.75318807839,178399.131435524,,163163.078330068,28.6015111675381,,,,,,,,
2022-10-01,,2453624.24033425,4116.31800393588,179012.870814379,,173863.536903798,28.5101139246731,,,,,,,,
2022-11-01,,2460194.22001548,4119.88590967295,179628.72161621,,134199.097813846,28.4428022630211,,,,,,,,
2022-12-01,,2466781.79189044,4123.45690796781,180246.691104863,,210813.200641841,27.9317442052388,,,,,,,,
2023-01-01,,2472891.38907912,4126.9532862154,180556.208073055,,163840.813053937,27.3292011300667,,,,,,,,
2023-02-01,,2479016.11820122,4130.45262912616,180866.256539235,,118201.171078441,27.0279150336166,,,,,,,,
2023-03-01,,2485156.0167347,4133.95493921391,181176.837416084,,273162.807284272,27.2680409038112,,,,,,,,
2023-04-01,,2491311.1222504,4137.46021899458,181487.951617848,,135651.809339245,27.4723102883996,,,,,,,,
2023-05-01,,2497481.47241217,4140.96847098625,181799.600060346,,217568.785326779,27.8004934859283,,,,,,,,
2023-06-01,,2503667.10497715,4144.47969770913,182111.783660968,,310754.769512013,27.667455458565,,,,,,,,
