DATA,CFCT,NC-R,NC-I,NC-C,NC-RUR,NC-PPU,NC-IPU,NC-SPU,NC-PRO,NC-TOTAL,PT,PT-INT,PT-ISO,PT-TOT,PNT-INT,PN-ISO,PNT-TOT,TEMP-MIN,TEMP-MAX,I-PLUV,U-REL,IPAGRO,MR-BF,Q-BF,MR-PS,IMR-TOT,I-AEC,PFI-IG,IV-CVA
2005-11-01,398434.276,1156319,3888,113647,19355,11376,275,1233,268,1306361,134452.23685,52169.9431815,2408.984037575,54578.927219075,78618.9748185,1254.33481242499,79873.309630925,22.965151515,33.504848485,105.0,66.1666666666666,104.608754170849,57021308.2349838,628445,428668848.443244,101.600630747248,115.57,77.3,49.6
2005-12-01,398825.867999999,1160065,3882,113565,20546,11464,276,1235,270,1311303,128689.3159,51726.222434,2371.49124855,54097.71368255,73276.564566,1315.03765144999,74591.60221745,23.0645161290322,32.3354838709677,459.3,74.3548387096774,147.267811148806,58375178.941601,630306,428736353.940598,142.042109294557,125.78,82.5,72.6
2006-01-01,379917.114,1167043,3884,113608,21370,11472,282,1245,271,1319175,140726.1544,51108.254401,2321.0740513,53429.3284523,86014.182599,1282.64334869999,87296.8259477,23.1967741935483,32.2870967741935,387.8,73.258064516129,168.641146940227,56508008.9528042,627751,426824843.30083,125.803481035756,119.91,79.4,44.9
2006-02-01,364015.616,1173237,3833,114251,22027,11544,278,1241,271,1326682,106752.657449999,46204.7177885,2075.534821775,48280.252610275,58382.4162114999,89.9886282250004,58472.4048397249,23.1964285714285,31.8071428571428,275.1,74.1071428571428,110.791907867533,57175700.5278036,620066,425898203.970229,119.905878496913,112.16,70.7,42.2
2006-03-01,376162.917999999,1176421,3862,114254,22733,11580,287,1236,271,1330644,148733.25955,51397.225684,2350.496315725,53747.721999725,92275.1943159999,2710.343234275,94985.5375502749,23.0419354838709,31.6709677419354,696.0,80.0,124.535289763144,57727572.7109386,622860,425834345.132373,128.159410346674,119.55,84.8,47.8
2006-04-01,374014.143,1180704,3807,114663,23974,11634,287,1258,268,1336595,118624.87,48360.288873,2266.726415,50627.0152879999,67583.932127,413.922584999997,67997.854712,23.2589583333333,31.6839583333333,483.8,77.3083333333333,142.166964270697,58597439.4628731,593215,478051281.255965,122.086274738773,117.92,80.5,47.3
2006-05-01,374017.520999999,1185491,3831,115441,25190,11700,292,1259,271,1343475,151803.463699999,51548.3881734999,2379.91370465,53928.3018781499,95798.0068264999,2077.15499535,97875.1618218499,23.2420442909677,31.4231012116129,334.236666666999,75.2184673151612,196.590898079543,61771523.7167058,575497,477630788.932916,129.295549513583,126.68,88.9,55.5
2006-06-01,391409.001,1188634,3826,115849,26977,11794,291,1269,272,1348912,136650.4924,51720.057613,2393.7424833,54113.8000963,81440.342387,1096.3499167,82536.6923037,23.3133333333333,32.0166666666666,121.0,66.2333333333333,239.485949519033,68629628.7449498,535758,481020249.744273,124.358059754025,129.68,87.8,52.5
2006-07-01,391884.635,1192222,3850,116365,28093,11827,291,1284,262,1354194,151058.147049999,52956.413569,2576.892595975,55533.306164975,92919.5624309999,2605.278454025,95524.8408850249,23.1516129032258,32.4,106.7,62.4193548387096,198.675946437602,69132266.5652823,530835,482423236.273585,126.247867992349,128.93,89.7,54.8
2006-08-01,402812.939,1196025,3878,116587,28839,11899,290,1289,269,1359076,171457.8286,56122.154921,2704.47045619999,58826.6253772,109969.523079,2661.68014379999,112631.2032228,23.0967741935483,32.7258064516129,236.0,64.7741935483871,142.385849316203,68933236.4652078,523281,483864535.574604,126.612335223276,132.22,91.0,61.4
2006-09-01,420856.023,1201052,3915,116688,31809,11944,294,1311,269,1367282,146143.729,55419.357168,2662.3852795,58081.7424475,86414.087832,1647.8987205,88061.9865525,23.2433333333333,33.1133333333333,156.8,61.637037037,150.450761453237,68377171.1547662,517177,483928630.242189,123.862871806488,129.98,90.5,63.6
2006-10-01,427610.773999999,1207042,3943,117321,36845,11953,294,1321,268,1378987,169890.497470847,58370.2021483492,2771.7672215,61141.9693698493,106144.796322497,2603.7317785,108748.528100997,23.0322580645161,33.2096774193548,113.6,66.3225806451613,108.544709911885,68470643.9787607,520020,484745028.946022,112.175553101356,127.86,91.4,66.0
2006-11-01,424908.034,1211036,3963,118242,39525,12039,294,1335,269,1386703,144149.639399999,55696.451932,2585.586702,58282.038634,84994.4194679999,873.181297999996,85867.6007659999,23.2033333333333,32.63,213.9,73.0,116.606518842255,69814243.50993,528430,485050839.369974,110.547799496488,128.08,93.0,66.7
2006-12-01,411880.22,1215023,3971,118430,41463,12139,297,1335,272,1392930,169539.308999999,56736.0536029999,2681.3067965,59417.3603995,107032.785396999,3089.1632035,110121.948600499,23.0032258064516,31.9612903225806,519.8,76.7096774193548,164.367479062116,69978564.490455,521337,484268145.676517,154.550641101982,136.13,91.7,91.3
2007-01-01,413381.249999999,1219223,3987,118661,43847,12118,301,1332,270,1399739,176046.648,57549.9732545,2683.87917,60233.8524245,113274.712745499,2538.08282999999,115812.795575499,23.5870967741935,31.9774193548387,306.9,79.3870967741935,181.100172939676,69651331.6520177,522811,482328399.457477,111.596343624115,129.63,89.4,60.3
2007-02-01,400543.409,1221510,3969,118610,46641,12180,300,1346,269,1404825,101152.478999999,49100.5027055,2316.9029715,51417.405677,50050.1572944999,-315.0839715,49735.0733229999,23.1142857142857,29.6142857142857,442.5,82.4642857142857,118.249495407851,70390132.0253185,526497,482283606.173241,106.364764385889,119.08,76.5,53.8
2007-03-01,385487.623,1226555,3957,118493,47792,12227,301,1320,262,1410907,180188.072,55447.6055165,2610.381903,58057.9874194999,118823.4744835,3306.61009699999,122130.0845805,23.1,30.1709677419354,433.3,82.8709677419354,130.770760927952,71109068.4184845,533130,482214297.042892,113.686215023306,127.29,89.0,64.6
2007-04-01,408972.671,1228348,3930,118971,49984,12207,300,1319,263,1415322,142733.709999999,54007.848377,2562.599217,56570.447594,84654.7956229999,1508.466783,86163.2624059999,23.37,30.7333333333333,451.8,79.3666666666666,143.710796968597,71634765.1226835,533638,516230692.716747,108.298925875222,124.58,82.9,61.7
2007-05-01,410651.926,1230016,3893,119306,62389,12294,300,1322,264,1429784,186190.742999999,58509.6057804999,2749.1930595,61258.7988399999,121620.181219499,3311.76294049999,124931.944159999,23.4677419354838,31.7032258064516,265.9,74.6774193548387,194.684289889123,72471504.0599081,539585,516780054.613875,114.694048636743,133.43,90.5,71.3
2007-06-01,430365.154,1231970,3923,120398,65393,12326,306,1324,261,1435901,146011.011,55896.040574,2682.6733295,58578.7139035,85709.933426,1722.3636705,87432.2970965001,23.1233333333333,31.94,204.4,68.3333333333333,234.671399403196,71368097.6474502,529580,517302951.508399,110.314155494584,135.41,88.4,66.4
2007-07-01,421475.442,1238062,3951,121186,68446,12411,306,1333,267,1445962,171116.235,57786.002279,2855.2891135,60641.2913925,106644.779721,3830.1638865,110474.9436075,22.9354838709677,31.8483870967742,196.4,69.7096774193548,203.862650944647,71868969.5637803,533323,519095007.187656,111.990545430788,134.94,92.6,65.1
2007-08-01,433314.899999999,1247164,3996,121681,71200,12384,305,1278,262,1458270,184848.146987,60642.5710607065,2912.9127475,63555.4838082065,118142.700926293,3149.9622525,121292.663178793,23.0838709677419,32.0193548387096,135.3,61.2054838709677,153.670572674329,84401299.9450247,533719,518376796.563892,112.313852941895,137.87,94.2,68.9
2007-09-01,447572.654999999,1254197,3999,121994,75236,12634,305,1292,265,1469922,159712.624,59592.8081525,2883.8593445,62476.667497,95345.0798475,1890.8766555,97235.956503,22.9866666666666,32.5633333333333,99.1,66.7,166.547476408706,84436600.1366265,534763,520073587.893327,109.874889713567,135.62,92.0,67.6
2007-10-01,454809.229,1260688,4035,123506,77630,12632,302,1300,270,1480363,179295.071,62207.5549215,2964.65623,65172.2111515,110632.4980785,3490.36177,114122.8598485,22.7158064516129,32.1354838709677,168.9,72.8387096774193,118.650054601822,85058221.9452346,538423,519618725.822857,99.5074338727249,133.77,94.1,72.7
2007-11-01,460148.352,1266589,4075,125489,80046,12700,303,1304,267,1490773,161911.192,61043.492183,2923.9548595,63967.4470425,95628.806817,2314.9381405,97943.7449575,23.2,32.3933333333333,117.5,70.2,126.445456481894,84858202.2575605,537414,519525899.207281,98.0635044271427,132.9,92.3,70.7
2007-12-01,450516.065,1270590,4037,126335,82508,12797,302,1317,268,1498154,169310.681907,60610.1445082065,2906.80304154,63516.9475497465,102737.443478793,3056.29087845999,105793.734357253,23.0677419354838,31.3064516129032,442.9,77.516129032258,177.175148834125,84542487.6108687,538448,516858471.053319,137.097052559635,142.14,98.3,96.0
2008-01-01,438252.448999999,1271520,4028,126495,81516,12878,306,1331,274,1498348,164018.574982,58475.974283,2800.859328209,61276.833611209,100292.956717,2448.78465379099,102741.741370791,22.7677419354838,29.6516129032258,521.9,85.1612903225806,178.947576869668,85213267.0384031,544025,514856505.458315,138.005566183588,134.79,94.6,71.0
